, SampleID,CationC,AnionC,FinalC,CationP,CationPH,AnionP,AnionPH,FinalP,FinalPH,hlr2,hlr3,hlr4,hlr5,hlr6,hlr7,hlr8
115,DLTLA2583-260715,1,3,calcium-bicarbonate,3,sodium-calcium,3,bicarbonate,sodium-bicarbonate,sodium-calcium bicarbonate,-0.066541142,-0.740388033,0.5158855210000001,1.202311867,0.31735396899999996,-1.311765364,0.990690793
116,DLTLA2585-260715,3,3,sodium-bicarbonate,3,sodium-calcium,3,bicarbonate,sodium-bicarbonate,sodium-calcium bicarbonate,-0.465468125,-1.10917446,2.315099516,1.122047869,0.217677528,-1.5233183080000001,0.18279005199999998
117,DLTLA2585-150516,3,3,sodium-bicarbonate,3,sodium-calcium,3,bicarbonate,sodium-bicarbonate,sodium-calcium bicarbonate,-0.503795517,-1.232559421,2.215716251,1.60658481,-0.022855248999999998,-1.7966954419999999,0.48923141299999995
118,DLTLA5341-010418,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,-0.44734535299999995,-1.140502541,1.54171464,1.7020758630000001,0.52525237,-1.620534215,0.124353238
119,DLTLA5343-010418,2,3,magnesium-bicarbonate,2,magnesium-sodium,3,bicarbonate-sulfate,magnesium-bicarbonate,magnesium-sodium bicarbonate-sulfate,-0.744818139,-0.5394780889999999,1.7375047190000001,-0.375094831,0.613729992,-0.994205529,0.598574145
120,DLTLA5344-021016,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,0.363265744,-2.243730168,0.595668371,2.030987957,-0.08300147299999999,-2.1623567059999997,0.148262762
121,DLTLA5345-111118,1,3,calcium-bicarbonate,1,calcium-sodium,3,bicarbonate,calcium-bicarbonate,calcium-sodium bicarbonate,-0.5021319360000001,-0.565551122,0.9643212040000001,1.361253112,1.21962954,-2.24748155,1.153586896
122,DLTLA5345-021016,1,3,calcium-bicarbonate,1,calcium-sodium,3,bicarbonate,calcium-bicarbonate,calcium-sodium bicarbonate,-0.30760197300000003,-0.476782606,1.106300207,1.199946734,1.039491605,-2.072429996,0.747387756
123,DLTLA6375-100219,3,3,sodium-bicarbonate,3,sodium-magnesium,3,bicarbonate,sodium-bicarbonate,sodium-magnesium bicarbonate,-0.36218447600000003,-0.911632745,1.604352786,0.649037365,0.585225839,-1.532466993,0.231460937
124,DLTLA6381-100219,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,-0.29238930399999996,-1.1033307909999999,0.959304657,1.64558699,0.6458294920000001,-1.600805325,0.040764514
125,DLZAC2609M1-030515,3,3,sodium-bicarbonate,3,sodium-calcium,3,bicarbonate,sodium-bicarbonate,sodium-calcium bicarbonate,0.488313682,-0.7997774999999999,0.191174642,0.7799588120000001,0.640913019,-1.547086404,0.9211620070000001
126,DLZAC2623M1-170515,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,-0.5051283679999999,-1.6072783330000002,2.073753148,0.515052748,0.63917755,-1.8608216380000002,1.018432062
127,DLZAC2643-080215,1,3,calcium-bicarbonate,1,calcium,3,bicarbonate-sulfate,calcium-bicarbonate,calcium bicarbonate-sulfate,0.55449797,0.079603206,2.77883589,-0.9469598220000001,0.014872103999999999,-1.837043006,1.14203103
128,DLZAC2659-080215,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.5601071510000004,-2.907885864,0.35021956600000004,-0.49876084200000004,-0.171834126,-2.113089444,-0.537116888
129,DLZAC2659-010919,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.5358630019999997,-3.3389939610000003,0.37688669,-0.8141198279999999,-0.519443836,-2.37597495,0.683141793
130,DLZAC2659-091016,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,4.00060011,-3.125829151,0.387929112,-0.938518363,-0.277881952,-1.9624679530000002,-0.798500751
131,DLZAC2659-291017,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.6938999710000004,-2.8976704719999997,0.5102975470000001,-0.8248599870000001,-0.461264787,-2.080367829,-0.225223891
132,DLZAC2659-270518,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.9223033610000004,-3.1440593389999996,0.430623734,-0.77226876,-0.530385681,-2.2471149919999998,-0.40387595600000004
133,DLZAC2659-091218,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.73089982,-3.1448105180000003,0.422913775,-0.651766894,-0.41867933399999996,-2.208073938,-0.17997619199999998
134,OCBAL2810-281012,1,3,calcium-bicarbonate,1,calcium-sodium,3,bicarbonate-sulfate,calcium-bicarbonate,calcium-sodium bicarbonate-sulfate,-0.25139063100000003,-0.7754231979999999,2.3462304130000002,-0.549754692,0.716533135,-1.3425864680000001,0.649844345
135,OCBAL2866-180218,1,3,calcium-bicarbonate,1,calcium-sodium,3,bicarbonate,calcium-bicarbonate,calcium-sodium bicarbonate,0.06596854099999999,-0.482371492,1.374701652,0.24981270100000003,0.247842835,-1.394210936,0.822723048
136,OCBAL2866-041118,1,3,calcium-bicarbonate,1,calcium-sodium,3,bicarbonate,calcium-bicarbonate,calcium-sodium bicarbonate,0.07315602,-0.415526525,1.47034122,0.07856515,0.356636546,-1.112560985,0.42381900100000003
137,OCBAL2875-041118,1,3,calcium-bicarbonate,1,calcium-sodium,3,bicarbonate,calcium-bicarbonate,calcium-sodium bicarbonate,-0.042536672000000005,-0.7003411909999999,2.069050442,0.598543295,-0.033534859,-1.651504534,0.799936759
138,OCCCN5258M1-290418,3,3,sodium-bicarbonate,3,sodium-calcium,3,bicarbonate,sodium-bicarbonate,sodium-calcium bicarbonate,2.209147932,-1.6395711519999998,1.633241675,-0.200859805,-0.18040970899999997,-1.351976059,0.433487959
139,OCCCN5779-240219,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,2.432496012,-2.723003203,1.993650786,-0.588478772,-0.32461018199999997,-1.940705307,-0.124782081
140,OCCCN5882-170219,3,4,sodium-carbonate,3,sodium,2,chloride-carbonate,sodium-chloride,sodium chloride-carbonate,4.498367431,-3.127380099,1.3698428619999998,-1.085265885,-0.921897196,-0.67233494,-1.60528391
141,OCCCN5940-240219,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate-chloride,sodium-bicarbonate,sodium bicarbonate-chloride,3.4100754639999997,-3.156736441,2.093316146,-1.288011304,-0.938160923,-1.756786207,-0.20946890699999998
142,OCGCE3259-090815,3,3,sodium-bicarbonate,3,sodium-calcium,3,bicarbonate-chloride,sodium-bicarbonate,sodium-calcium bicarbonate-chloride,-0.524915481,-0.7128463270000001,2.4976035480000003,0.940104808,-0.542800933,-1.310723029,0.294479165
143,OCGCE3261-181118,3,3,sodium-bicarbonate,3,sodium-calcium,3,bicarbonate-chloride,sodium-bicarbonate,sodium-calcium bicarbonate-chloride,-0.107414439,-0.934064723,1.7883796790000002,1.478483147,-0.540625234,-1.505297822,0.23903175
144,OCGCE3261-261014,3,3,sodium-bicarbonate,3,sodium-calcium,3,bicarbonate-chloride,sodium-bicarbonate,sodium-calcium bicarbonate-chloride,-0.242270953,-0.783770328,1.796208464,1.06302636,-0.516174977,-1.4214918580000002,0.561827275
145,OCGCE3261-090815,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate-chloride,sodium-bicarbonate,sodium bicarbonate-chloride,-0.39976203899999996,-1.1722945470000001,1.495342659,2.7485575160000004,-0.7445120390000001,-1.5589141690000001,0.279902877
146,OCGCE3326-010418,1,3,calcium-bicarbonate,1,calcium-sodium,3,bicarbonate,calcium-bicarbonate,calcium-sodium bicarbonate,0.43464592,-0.478340066,1.8418834919999998,1.179033497,-0.138791091,-1.534851054,-0.153915376
147,OCGCE3344M1-150718,1,3,calcium-bicarbonate,1,calcium-magnesium,3,bicarbonate,calcium-bicarbonate,calcium-magnesium bicarbonate,-0.473625355,-0.386309177,1.851306052,1.3227341670000001,-0.06638946700000001,-1.743447664,0.449388767
148,OCGCE3344M1-281018,1,3,calcium-bicarbonate,1,calcium-sodium,3,bicarbonate,calcium-bicarbonate,calcium-sodium bicarbonate,-0.341132372,-0.564645133,1.9903281730000002,1.230995367,-0.236675862,-1.8235782180000002,0.634198894
149,OCGCE3377-181118,1,3,calcium-bicarbonate,1,calcium,3,bicarbonate-chloride,calcium-bicarbonate,calcium bicarbonate-chloride,0.12764493400000002,-0.05004764900000001,1.5633643380000002,0.429667016,-0.526100384,-1.417037509,0.652666237
150,OCGCE5351-030416,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate-carbonate,sodium-bicarbonate,sodium bicarbonate-carbonate,0.14825886300000002,-1.35620626,1.5473380840000002,0.850473734,0.199804008,-0.989180308,-0.21935942600000002
151,OCGCE5351-220418,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,-0.09490997400000001,-1.8140345469999999,1.008891609,2.009885029,-0.105232243,-1.4720408109999998,0.40710428
152,OCGNO3571-060414,1,3,calcium-bicarbonate,1,calcium,3,bicarbonate,calcium-bicarbonate,calcium bicarbonate,0.332089352,-0.29661381800000003,2.7422809860000004,-0.434011679,0.5814130120000001,-2.039641705,0.596942022
153,OCGNO3580-060414,1,3,calcium-bicarbonate,1,calcium-sodium,3,bicarbonate,calcium-bicarbonate,calcium-sodium bicarbonate,0.043790580999999995,-0.712264053,2.574904271,0.596257142,0.434674319,-2.189193339,0.7787073959999999
154,OCLSP3699-060518,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,0.815403435,-2.046602871,0.8192360129999999,1.2745592,-0.12685941,-1.672821636,0.463573485
155,OCLSP3792-190415,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.611773482,-2.68745494,0.41201450700000003,0.194683203,-0.613801142,-2.296052804,-0.48012957799999995
156,OCLSP3792-030618,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.645250977,-2.456099868,0.185184929,0.38069674,-0.683944619,-2.214377784,-0.502849357
157,OCLSP3792-161218,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.618380399,-2.481120569,0.258100652,0.056415988,-0.6936630570000001,-2.139644778,-0.118143134
158,OCLSP3826-160619,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.131496815,-2.494893512,1.3489518090000001,-0.511122701,-0.451710538,-1.801984964,-0.565880234
159,OCLSP5505-111118,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,2.852116955,-2.764387958,-0.064945393,2.045725982,-0.663043365,-2.180244219,-0.29978247199999997
160,OCNOR4008-231218,3,4,sodium-carbonate,3,sodium,3,bicarbonate-carbonate,sodium-bicarbonate,sodium bicarbonate-carbonate,1.230993027,-2.565281149,2.217910234,0.949048027,-0.390672501,-1.263954517,-1.265574878
161,OCNOR4008-211012,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,1.203820469,-2.4549094190000003,3.150387462,0.60734733,-0.651088552,-1.782008857,-1.133690791
162,OCNOR4008-110218,3,4,sodium-carbonate,3,sodium,3,bicarbonate-carbonate,sodium-bicarbonate,sodium bicarbonate-carbonate,1.3164790240000002,-2.393830693,2.527172123,0.797996769,-0.7524807579999999,-1.214975655,-1.501924223
163,OCNOR4008-030716,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate-chloride,sodium-bicarbonate,sodium bicarbonate-chloride,0.779262075,-2.327204563,2.399256374,1.181906381,-0.687051527,-1.3695554890000001,-0.693066547
164,OCNOR4018-080418,1,3,calcium-bicarbonate,3,sodium-calcium,3,bicarbonate-sulfate,sodium-bicarbonate,sodium-calcium bicarbonate-sulfate,0.163741379,-1.22226443,1.9985650519999998,-0.746426556,0.127933148,-1.138230882,2.057297717
165,OCNOR4040-070615,3,2,sodium-chloride,3,sodium,2,chloride-bicarbonate,sodium-chloride,sodium chloride-bicarbonate,2.120875687,-2.547753723,2.346069885,-0.622239048,-1.479627649,-1.130637039,0.345608819
166,OCNOR4045-231218,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate-chloride,sodium-bicarbonate,sodium bicarbonate-chloride,3.511724475,-2.9138154160000003,2.094704117,-0.022440447999999998,-1.151462178,-1.8872001180000002,-0.951849542
167,OCNOR4063-231218,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,4.2869606010000005,-3.371134304,2.499684304,-0.947248456,-0.28060944,-2.03331338,-2.025279005
168,OCNOR4063-150516,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.720677934,-3.03249994,2.9523166169999997,-1.071851069,-0.519654905,-2.418100192,-1.626835735
169,OCNOR4063-110218,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,3.766500604,-3.2595825169999997,3.219119407,-1.089200535,-0.5537042320000001,-2.3512724240000002,-1.704284146
170,OCNOR4174-040318,3,3,sodium-bicarbonate,3,sodium-calcium,3,bicarbonate-chloride,sodium-bicarbonate,sodium-calcium bicarbonate-chloride,1.658382595,-2.012564769,1.639555813,0.799368298,-1.07910388,-1.3855444780000001,0.419409716
171,OCNOR6254-240219,3,2,sodium-chloride,3,sodium,2,chloride-bicarbonate,sodium-chloride,sodium chloride-bicarbonate,1.422782261,-2.428543254,1.9404373590000001,-0.164443585,-1.185578246,-1.027262814,0.168350555
172,OCNOR6255-240219,3,1,sodium-sulfate,3,sodium,1,sulfate,sodium-sulfate,sodium sulfate,0.706584763,-2.659770646,1.987890946,-1.5823466590000002,0.679301833,-0.125947286,0.956006765
173,OCNOR6286-100319,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate-chloride,sodium-bicarbonate,sodium bicarbonate-chloride,0.051864362000000004,-1.349557465,1.8483838540000002,0.68510711,-0.422710915,-1.39920326,0.7645559609999999
174,OCNOR6304-240319,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate-chloride,sodium-bicarbonate,sodium bicarbonate-chloride,3.934097182,-2.8312349969999997,2.20428315,-0.330993068,-1.71026576,-2.1631014,-0.226732021
175,OCPNO4498-130518,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,0.08829674800000001,-1.7210814840000002,2.8553426369999997,0.42548117799999996,-0.097425449,-1.514465005,0.48931995799999994
176,OCPNO4531-190415,3,3,sodium-bicarbonate,3,sodium-calcium,3,bicarbonate,sodium-bicarbonate,sodium-calcium bicarbonate,-0.099829385,-1.149378715,2.389300257,0.5735957620000001,0.106542465,-1.7933636169999998,0.773975697
177,OCPNO4621-150418,3,3,sodium-bicarbonate,3,sodium-calcium,3,bicarbonate,sodium-bicarbonate,sodium-calcium bicarbonate,0.075367285,-1.209034702,2.665974651,0.401078227,-0.098323342,-1.5259847480000002,0.151952734
178,OCPSU4693-180318,1,3,calcium-bicarbonate,1,calcium-sodium,3,bicarbonate-sulfate,calcium-bicarbonate,calcium-sodium bicarbonate-sulfate,-0.22571939800000002,-0.5304134,2.436491207,-0.412266509,0.5268561070000001,-1.278080485,0.464444576
179,OCPSU4710-211012,3,3,sodium-bicarbonate,3,sodium,3,bicarbonate,sodium-bicarbonate,sodium bicarbonate,1.454225516,-2.288482325,0.8310101240000001,0.796330392,-0.130097754,-1.588552,0.837136797
